Timestamp,Headquarters ElecMeter-Main kW,Headquarters ElecMeter-Main kWh,Headquarters GasMeter-Main Consumption,Headquarters WaterMeter-Main Consumption
2022-07-01T13:30:00-04:00 New_York,580,"",1.2000000476837158,7.300000190734863
2022-07-01T13:45:00-04:00 New_York,579,"",0,5.800000190734863
2022-07-01T14:00:00-04:00 New_York,592,596.25,0,4.699999809265137
2022-07-01T14:15:00-04:00 New_York,587,"",0,7.800000190734863
2022-07-01T14:30:00-04:00 New_York,600,"",0,0
2022-07-01T14:45:00-04:00 New_York,606,"",1,0
2022-07-01T15:00:00-04:00 New_York,607,617.5,0,0
2022-07-01T15:15:00-04:00 New_York,600,"",0,0
2022-07-01T15:30:00-04:00 New_York,599,"",0,7.300000190734863
2022-07-01T15:45:00-04:00 New_York,664,"",0,5.300000190734863
2022-07-01T16:00:00-04:00 New_York,590,608.25,1,9.5
2022-07-01T16:15:00-04:00 New_York,656,"",0,7.800000190734863
2022-07-01T16:30:00-04:00 New_York,593,"",0,9
2022-07-01T16:45:00-04:00 New_York,594,"",0,8.5
2022-07-01T17:00:00-04:00 New_York,584,593.25,0,8.100000381469727
2022-07-01T17:15:00-04:00 New_York,599,"",0,8.199999809265137
2022-07-01T17:30:00-04:00 New_York,598,"",1.5,0
2022-07-01T17:45:00-04:00 New_York,592,"",1.2999999523162842,0
2022-07-01T18:00:00-04:00 New_York,566,324.25,0,0
2022-07-01T18:15:00-04:00 New_York,558,"",0,0
2022-07-01T18:30:00-04:00 New_York,52,"",0,1.100000023841858
2022-07-01T18:45:00-04:00 New_York,121,"",0,0
2022-07-01T19:00:00-04:00 New_York,108,103,1.5,0
2022-07-01T19:15:00-04:00 New_York,104,"",0,1.7999999523162842
2022-07-01T19:30:00-04:00 New_York,99,"",0,0
2022-07-01T19:45:00-04:00 New_York,101,"",0,0
2022-07-01T20:00:00-04:00 New_York,103,102.25,0,0
2022-07-01T20:15:00-04:00 New_York,97,"",0,0
2022-07-01T20:30:00-04:00 New_York,106,"",0,0
2022-07-01T20:45:00-04:00 New_York,103,"",0,0
2022-07-01T21:00:00-04:00 New_York,109,105.5,0,0
2022-07-01T21:15:00-04:00 New_York,108,"",0,0
2022-07-01T21:30:00-04:00 New_York,102,"",0,1.100000023841858
2022-07-01T21:45:00-04:00 New_York,103,"",0,0
2022-07-01T22:00:00-04:00 New_York,105,105,0,0
2022-07-01T22:15:00-04:00 New_York,107,"",0,0
2022-07-01T22:30:00-04:00 New_York,104,"",0,2
2022-07-01T22:45:00-04:00 New_York,104,"",0,0
2022-07-01T23:00:00-04:00 New_York,102,119.25,0,1.7999999523162842
2022-07-01T23:15:00-04:00 New_York,103,"",0,0
2022-07-01T23:30:00-04:00 New_York,168,"",0,0
2022-07-01T23:45:00-04:00 New_York,104,"",0,0
2022-07-02T00:00:00-04:00 New_York,112,120.5,0,1.7999999523162842
2022-07-02T00:15:00-04:00 New_York,110,"",0,0
2022-07-02T00:30:00-04:00 New_York,129,"",1,0
2022-07-02T00:45:00-04:00 New_York,131,"",1.2000000476837158,0
2022-07-02T01:00:00-04:00 New_York,132,124.75,0,0
2022-07-02T01:15:00-04:00 New_York,123,"",0,0
2022-07-02T01:30:00-04:00 New_York,124,"",0,0
2022-07-02T01:45:00-04:00 New_York,120,"",0,0
2022-07-02T02:00:00-04:00 New_York,120,123.75,0,0
2022-07-02T02:15:00-04:00 New_York,125,"",0,0.800000011920929
2022-07-02T02:30:00-04:00 New_York,127,"",0,0
2022-07-02T02:45:00-04:00 New_York,123,"",0,1
2022-07-02T03:00:00-04:00 New_York,113,106.75,0,0
2022-07-02T03:15:00-04:00 New_York,105,"",0,0
2022-07-02T03:30:00-04:00 New_York,106,"",1.100000023841858,0
2022-07-02T03:45:00-04:00 New_York,103,"",0,0.8999999761581421
2022-07-02T04:00:00-04:00 New_York,112,112.75,0,0
2022-07-02T04:15:00-04:00 New_York,112,"",0,1.399999976158142
2022-07-02T04:30:00-04:00 New_York,107,"",0,0
2022-07-02T04:45:00-04:00 New_York,120,"",0,0
2022-07-02T05:00:00-04:00 New_York,120,122.5,0,0
2022-07-02T05:15:00-04:00 New_York,121,"",0,0
2022-07-02T05:30:00-04:00 New_York,123,"",0,0
2022-07-02T05:45:00-04:00 New_York,126,"",0,1.7999999523162842
2022-07-02T06:00:00-04:00 New_York,123,119.25,0,1.7000000476837158
2022-07-02T06:15:00-04:00 New_York,117,"",0,1.899999976158142
2022-07-02T06:30:00-04:00 New_York,119,"",1.5,0
2022-07-02T06:45:00-04:00 New_York,118,"",0,0
2022-07-02T07:00:00-04:00 New_York,83,77.5,0,0
2022-07-02T07:15:00-04:00 New_York,75,"",0,0
2022-07-02T07:30:00-04:00 New_York,75,"",0,0
2022-07-02T07:45:00-04:00 New_York,77,"",0,1.2000000476837158
2022-07-02T08:00:00-04:00 New_York,60,65,0,0
2022-07-02T08:15:00-04:00 New_York,65,"",0,0
2022-07-02T08:30:00-04:00 New_York,65,"",0,0
2022-07-02T08:45:00-04:00 New_York,70,"",0,0
2022-07-02T09:00:00-04:00 New_York,59,82,0,1.2000000476837158
2022-07-02T09:15:00-04:00 New_York,67,"",1,0
2022-07-02T09:30:00-04:00 New_York,138,"",0,0
2022-07-02T09:45:00-04:00 New_York,64,"",0,1.7999999523162842
2022-07-02T10:00:00-04:00 New_York,65,64.5,0,1.5
2022-07-02T10:15:00-04:00 New_York,63,"",0,0
2022-07-02T10:30:00-04:00 New_York,64,"",0,0
2022-07-02T10:45:00-04:00 New_York,66,"",0,0
2022-07-02T11:00:00-04:00 New_York,64,72.5,0,0
2022-07-02T11:15:00-04:00 New_York,75,"",0,0
2022-07-02T11:30:00-04:00 New_York,73,"",0,0
2022-07-02T11:45:00-04:00 New_York,78,"",0,0
2022-07-02T12:00:00-04:00 New_York,77,74.75,0,0
2022-07-02T12:15:00-04:00 New_York,75,"",1.5,0
2022-07-02T12:30:00-04:00 New_York,76,"",0,0
2022-07-02T12:45:00-04:00 New_York,71,"",0,0
2022-07-02T13:00:00-04:00 New_York,78,77.5,0,1
2022-07-02T13:15:00-04:00 New_York,74,"",0,0
2022-07-02T13:30:00-04:00 New_York,82,"",0,1.399999976158142
2022-07-02T13:45:00-04:00 New_York,76,"",0,0
2022-07-02T14:00:00-04:00 New_York,72,76.25,0,0
2022-07-02T14:15:00-04:00 New_York,75,"",0,0
2022-07-02T14:30:00-04:00 New_York,79,"",0,1.2000000476837158
2022-07-02T14:45:00-04:00 New_York,79,"",0,0.699999988079071
2022-07-02T15:00:00-04:00 New_York,79,77.25,1.100000023841858,0
2022-07-02T15:15:00-04:00 New_York,81,"",0,1
2022-07-02T15:30:00-04:00 New_York,77,"",0,0
2022-07-02T15:45:00-04:00 New_York,72,"",0,0
2022-07-02T16:00:00-04:00 New_York,81,77,0,1.600000023841858
2022-07-02T16:15:00-04:00 New_York,76,"",0,0
2022-07-02T16:30:00-04:00 New_York,75,"",0,0
2022-07-02T16:45:00-04:00 New_York,76,"",0,0
2022-07-02T17:00:00-04:00 New_York,70,72.25,0,0
2022-07-02T17:15:00-04:00 New_York,77,"",0,0
2022-07-02T17:30:00-04:00 New_York,72,"",0,0
2022-07-02T17:45:00-04:00 New_York,70,"",0,0
2022-07-02T18:00:00-04:00 New_York,79,73.75,0,0
2022-07-02T18:15:00-04:00 New_York,80,"",0,0
2022-07-02T18:30:00-04:00 New_York,67,"",1.2999999523162842,1
2022-07-02T18:45:00-04:00 New_York,69,"",0,0
2022-07-02T19:00:00-04:00 New_York,119,119.25,0,1
2022-07-02T19:15:00-04:00 New_York,120,"",0,0
2022-07-02T19:30:00-04:00 New_York,116,"",0,0.800000011920929
2022-07-02T19:45:00-04:00 New_York,122,"",0,0
2022-07-02T20:00:00-04:00 New_York,124,122.25,0,0
2022-07-02T20:15:00-04:00 New_York,126,"",0,0
2022-07-02T20:30:00-04:00 New_York,117,"",0,0
2022-07-02T20:45:00-04:00 New_York,122,"",0,0
2022-07-02T21:00:00-04:00 New_York,111,118,0,0
2022-07-02T21:15:00-04:00 New_York,121,"",0,0
2022-07-02T21:30:00-04:00 New_York,115,"",0,0
2022-07-02T21:45:00-04:00 New_York,125,"",0,0
2022-07-02T22:00:00-04:00 New_York,122,120,0,1.2000000476837158
2022-07-02T22:15:00-04:00 New_York,125,"",0,1.399999976158142
2022-07-02T22:30:00-04:00 New_York,113,"",0,0
2022-07-02T22:45:00-04:00 New_York,120,"",0,0
2022-07-02T23:00:00-04:00 New_York,113,117,0,0
2022-07-02T23:15:00-04:00 New_York,130,"",0,0
2022-07-02T23:30:00-04:00 New_York,115,"",0,0
2022-07-02T23:45:00-04:00 New_York,110,"",0,1.7000000476837158
2022-07-03T00:00:00-04:00 New_York,127,144.75,0,1.600000023841858
2022-07-03T00:15:00-04:00 New_York,188,"",1.2999999523162842,0
2022-07-03T00:30:00-04:00 New_York,129,"",0,0
2022-07-03T00:45:00-04:00 New_York,135,"",0,0.8999999761581421
2022-07-03T01:00:00-04:00 New_York,141,139.5,0,1.399999976158142
2022-07-03T01:15:00-04:00 New_York,141,"",0,0
2022-07-03T01:30:00-04:00 New_York,135,"",0,1
2022-07-03T01:45:00-04:00 New_York,141,"",0,0
2022-07-03T02:00:00-04:00 New_York,127,128.25,0,0.6000000238418579
2022-07-03T02:15:00-04:00 New_York,129,"",0,1.7000000476837158
2022-07-03T02:30:00-04:00 New_York,123,"",0,0
2022-07-03T02:45:00-04:00 New_York,134,"",0,0.5
2022-07-03T03:00:00-04:00 New_York,135,136,0,1.2000000476837158
2022-07-03T03:15:00-04:00 New_York,137,"",0,0
2022-07-03T03:30:00-04:00 New_York,135,"",1.5,0
2022-07-03T03:45:00-04:00 New_York,137,"",0,0
2022-07-03T04:00:00-04:00 New_York,139,138.75,0,0
2022-07-03T04:15:00-04:00 New_York,139,"",0,0
2022-07-03T04:30:00-04:00 New_York,135,"",0,0
2022-07-03T04:45:00-04:00 New_York,142,"",0,0
2022-07-03T05:00:00-04:00 New_York,138,151,0,0
2022-07-03T05:15:00-04:00 New_York,135,"",0,0
2022-07-03T05:30:00-04:00 New_York,198,"",0,0
2022-07-03T05:45:00-04:00 New_York,133,"",0,0
2022-07-03T06:00:00-04:00 New_York,130,140.75,0,1.899999976158142
2022-07-03T06:15:00-04:00 New_York,144,"",0,0
2022-07-03T06:30:00-04:00 New_York,148,"",0,1.399999976158142
2022-07-03T06:45:00-04:00 New_York,141,"",0,1.2999999523162842
2022-07-03T07:00:00-04:00 New_York,104,102.25,0,0
2022-07-03T07:15:00-04:00 New_York,97,"",0,0
2022-07-03T07:30:00-04:00 New_York,106,"",0,0
2022-07-03T07:45:00-04:00 New_York,102,"",0,0
2022-07-03T08:00:00-04:00 New_York,99,101,0,1.399999976158142
2022-07-03T08:15:00-04:00 New_York,104,"",0,0
2022-07-03T08:30:00-04:00 New_York,101,"",0,0
2022-07-03T08:45:00-04:00 New_York,100,"",0,0
2022-07-03T09:00:00-04:00 New_York,100,98.5,0,0
2022-07-03T09:15:00-04:00 New_York,98,"",0,0
2022-07-03T09:30:00-04:00 New_York,95,"",0,0.6000000238418579
2022-07-03T09:45:00-04:00 New_York,101,"",0,0
2022-07-03T10:00:00-04:00 New_York,106,95,0,0
2022-07-03T10:15:00-04:00 New_York,96,"",0,0.6000000238418579
2022-07-03T10:30:00-04:00 New_York,86,"",0,0
2022-07-03T10:45:00-04:00 New_York,92,"",0,0
2022-07-03T11:00:00-04:00 New_York,91,89.75,0,1.2000000476837158
2022-07-03T11:15:00-04:00 New_York,92,"",0,0
2022-07-03T11:30:00-04:00 New_York,88,"",0,0
2022-07-03T11:45:00-04:00 New_York,88,"",0,0
2022-07-03T12:00:00-04:00 New_York,90,89,0,0
2022-07-03T12:15:00-04:00 New_York,93,"",1,0
2022-07-03T12:30:00-04:00 New_York,85,"",1.5,0
2022-07-03T12:45:00-04:00 New_York,88,"",0,0
2022-07-03T13:00:00-04:00 New_York,92,103.5,0,0
2022-07-03T13:15:00-04:00 New_York,84,"",0,0
2022-07-03T13:30:00-04:00 New_York,91,"",0,0
2022-07-03T13:45:00-04:00 New_York,147,"",0,0.699999988079071
2022-07-03T14:00:00-04:00 New_York,92,99,0,0
2022-07-03T14:15:00-04:00 New_York,101,"",0,0
2022-07-03T14:30:00-04:00 New_York,101,"",0,0
2022-07-03T14:45:00-04:00 New_York,102,"",0,0
2022-07-03T15:00:00-04:00 New_York,100,100.5,0,0
2022-07-03T15:15:00-04:00 New_York,101,"",0,0
2022-07-03T15:30:00-04:00 New_York,100,"",1.2000000476837158,0
2022-07-03T15:45:00-04:00 New_York,101,"",1.2999999523162842,0
2022-07-03T16:00:00-04:00 New_York,90,90.25,0,0
2022-07-03T16:15:00-04:00 New_York,86,"",0,0
2022-07-03T16:30:00-04:00 New_York,103,"",0,0
2022-07-03T16:45:00-04:00 New_York,82,"",0,0
2022-07-03T17:00:00-04:00 New_York,80,82.25,0,0
2022-07-03T17:15:00-04:00 New_York,79,"",0,0
2022-07-03T17:30:00-04:00 New_York,87,"",0,0
2022-07-03T17:45:00-04:00 New_York,83,"",0,0
2022-07-03T18:00:00-04:00 New_York,76,94,0,1.5
2022-07-03T18:15:00-04:00 New_York,101,"",0,0
2022-07-03T18:30:00-04:00 New_York,98,"",0,0
2022-07-03T18:45:00-04:00 New_York,101,"",0,0
2022-07-03T19:00:00-04:00 New_York,142,143.75,0,0
2022-07-03T19:15:00-04:00 New_York,143,"",0,0
2022-07-03T19:30:00-04:00 New_York,143,"",0,0
2022-07-03T19:45:00-04:00 New_York,147,"",0,0
2022-07-03T20:00:00-04:00 New_York,147,137.25,0,0
2022-07-03T20:15:00-04:00 New_York,145,"",0,0
2022-07-03T20:30:00-04:00 New_York,130,"",0,0
2022-07-03T20:45:00-04:00 New_York,127,"",0,0
2022-07-03T21:00:00-04:00 New_York,144,139.5,0,0
2022-07-03T21:15:00-04:00 New_York,136,"",1.5,0
2022-07-03T21:30:00-04:00 New_York,138,"",0,0
2022-07-03T21:45:00-04:00 New_York,140,"",0,1.7999999523162842
2022-07-03T22:00:00-04:00 New_York,137,138.75,0,0.699999988079071
2022-07-03T22:15:00-04:00 New_York,148,"",0,0.800000011920929
2022-07-03T22:30:00-04:00 New_York,134,"",0,0
2022-07-03T22:45:00-04:00 New_York,136,"",0,0
2022-07-03T23:00:00-04:00 New_York,131,136.25,0,0
2022-07-03T23:15:00-04:00 New_York,138,"",0,0
2022-07-03T23:30:00-04:00 New_York,137,"",0,0
2022-07-03T23:45:00-04:00 New_York,139,"",1,0
2022-07-04T00:00:00-04:00 New_York,136,138,1.2000000476837158,0
2022-07-04T00:15:00-04:00 New_York,132,"",0,0
2022-07-04T00:30:00-04:00 New_York,142,"",0,0
2022-07-04T00:45:00-04:00 New_York,142,"",0,1.100000023841858
2022-07-04T01:00:00-04:00 New_York,145,144.25,0,0
2022-07-04T01:15:00-04:00 New_York,142,"",0,0
2022-07-04T01:30:00-04:00 New_York,140,"",0,0
2022-07-04T01:45:00-04:00 New_York,150,"",0,1.600000023841858
2022-07-04T02:00:00-04:00 New_York,145,141,0,0
2022-07-04T02:15:00-04:00 New_York,139,"",0,0
2022-07-04T02:30:00-04:00 New_York,141,"",0,0
2022-07-04T02:45:00-04:00 New_York,139,"",0,0
2022-07-04T03:00:00-04:00 New_York,146,142,1.5,0
2022-07-04T03:15:00-04:00 New_York,137,"",1.5,0
2022-07-04T03:30:00-04:00 New_York,142,"",0,1.600000023841858
2022-07-04T03:45:00-04:00 New_York,143,"",0,0
2022-07-04T04:00:00-04:00 New_York,137,139.25,0,0
2022-07-04T04:15:00-04:00 New_York,134,"",0,0
2022-07-04T04:30:00-04:00 New_York,148,"",0,1.2000000476837158
2022-07-04T04:45:00-04:00 New_York,138,"",0,0
2022-07-04T05:00:00-04:00 New_York,143,140.5,0,0.8999999761581421
2022-07-04T05:15:00-04:00 New_York,137,"",0,0
2022-07-04T05:30:00-04:00 New_York,137,"",0,0
2022-07-04T05:45:00-04:00 New_York,145,"",0,0
2022-07-04T06:00:00-04:00 New_York,142,172.25,1.2000000476837158,0
2022-07-04T06:15:00-04:00 New_York,138,"",0,0
2022-07-04T06:30:00-04:00 New_York,143,"",0,0
2022-07-04T06:45:00-04:00 New_York,266,"",0,1.600000023841858
2022-07-04T07:00:00-04:00 New_York,225,225.5,0,0
2022-07-04T07:15:00-04:00 New_York,228,"",0,0
2022-07-04T07:30:00-04:00 New_York,221,"",0,0
2022-07-04T07:45:00-04:00 New_York,228,"",0,0
2022-07-04T08:00:00-04:00 New_York,225,424,0,0
2022-07-04T08:15:00-04:00 New_York,546,"",0,0
2022-07-04T08:30:00-04:00 New_York,365,"",1.399999976158142,0
2022-07-04T08:45:00-04:00 New_York,560,"",0,0
2022-07-04T09:00:00-04:00 New_York,469,473.5,0,0
2022-07-04T09:15:00-04:00 New_York,421,"",0,0
2022-07-04T09:30:00-04:00 New_York,441,"",0,9.300000190734863
2022-07-04T09:45:00-04:00 New_York,563,"",1.2999999523162842,5.300000190734863
2022-07-04T10:00:00-04:00 New_York,582,482.5,0,0
2022-07-04T10:15:00-04:00 New_York,481,"",0,0
2022-07-04T10:30:00-04:00 New_York,424,"",0,3.299999952316284
2022-07-04T10:45:00-04:00 New_York,443,"",0,6.5
2022-07-04T11:00:00-04:00 New_York,571,527.75,0,7.400000095367432
2022-07-04T11:15:00-04:00 New_York,605,"",0,0
2022-07-04T11:30:00-04:00 New_York,480,"",0,7.5
2022-07-04T11:45:00-04:00 New_York,455,"",0,6.400000095367432
2022-07-04T12:00:00-04:00 New_York,482,498.5,0,3.700000047683716
2022-07-04T12:15:00-04:00 New_York,565,"",1,0
2022-07-04T12:30:00-04:00 New_York,488,"",1.2999999523162842,8
2022-07-04T12:45:00-04:00 New_York,459,"",0,2.200000047683716
2022-07-04T13:00:00-04:00 New_York,477,533.25,0,7.599999904632568
2022-07-04T13:15:00-04:00 New_York,472,"",0,9.199999809265137
2022-07-04T13:30:00-04:00 New_York,562,"",0,4.5
2022-07-04T13:45:00-04:00 New_York,622,"",1.100000023841858,0
2022-07-04T14:00:00-04:00 New_York,555,557,0,0
2022-07-04T14:15:00-04:00 New_York,563,"",0,3
2022-07-04T14:30:00-04:00 New_York,543,"",0,0
2022-07-04T14:45:00-04:00 New_York,567,"",0,0
2022-07-04T15:00:00-04:00 New_York,538,546.25,1.100000023841858,0
2022-07-04T15:15:00-04:00 New_York,558,"",0,3.9000000953674316
2022-07-04T15:30:00-04:00 New_York,532,"",0,0
2022-07-04T15:45:00-04:00 New_York,557,"",0,4.900000095367432
2022-07-04T16:00:00-04:00 New_York,534,545.5,0,0
2022-07-04T16:15:00-04:00 New_York,557,"",1.2999999523162842,8.899999618530273
2022-07-04T16:30:00-04:00 New_York,539,"",0,0
2022-07-04T16:45:00-04:00 New_York,552,"",0,2
2022-07-04T17:00:00-04:00 New_York,543,548.5,0,9.5
2022-07-04T17:15:00-04:00 New_York,566,"",0,5
2022-07-04T17:30:00-04:00 New_York,542,"",0,0
2022-07-04T17:45:00-04:00 New_York,543,"",1.2000000476837158,2.799999952316284
2022-07-04T18:00:00-04:00 New_York,519,344.25,0,7.800000190734863
2022-07-04T18:15:00-04:00 New_York,531,"",0,0
2022-07-04T18:30:00-04:00 New_York,222,"",0,0
2022-07-04T18:45:00-04:00 New_York,105,"",0,0
2022-07-04T19:00:00-04:00 New_York,147,147,0,0
2022-07-04T19:15:00-04:00 New_York,148,"",1.5,0.800000011920929
2022-07-04T19:30:00-04:00 New_York,145,"",1.100000023841858,0
2022-07-04T19:45:00-04:00 New_York,148,"",0,0
2022-07-04T20:00:00-04:00 New_York,147,160,0,0
2022-07-04T20:15:00-04:00 New_York,149,"",0,0
2022-07-04T20:30:00-04:00 New_York,199,"",0,0
2022-07-04T20:45:00-04:00 New_York,145,"",0,0
2022-07-04T21:00:00-04:00 New_York,149,144.75,0,1.600000023841858
2022-07-04T21:15:00-04:00 New_York,152,"",0,0
2022-07-04T21:30:00-04:00 New_York,146,"",0,0
2022-07-04T21:45:00-04:00 New_York,132,"",0,0
2022-07-04T22:00:00-04:00 New_York,132,130.25,0,0
2022-07-04T22:15:00-04:00 New_York,126,"",1.2999999523162842,1.100000023841858
2022-07-04T22:30:00-04:00 New_York,127,"",1.399999976158142,0
2022-07-04T22:45:00-04:00 New_York,136,"",0,0.8999999761581421
2022-07-04T23:00:00-04:00 New_York,132,132.25,0,1
2022-07-04T23:15:00-04:00 New_York,135,"",0,0
2022-07-04T23:30:00-04:00 New_York,133,"",0,0
2022-07-04T23:45:00-04:00 New_York,129,"",0,0
2022-07-05T00:00:00-04:00 New_York,138,140,0,0
2022-07-05T00:15:00-04:00 New_York,134,"",0,0
2022-07-05T00:30:00-04:00 New_York,148,"",0,1.5
2022-07-05T00:45:00-04:00 New_York,140,"",0,0
2022-07-05T01:00:00-04:00 New_York,141,159.5,0,1.399999976158142
2022-07-05T01:15:00-04:00 New_York,150,"",0,0
2022-07-05T01:30:00-04:00 New_York,146,"",0,0
2022-07-05T01:45:00-04:00 New_York,201,"",1.2999999523162842,0
2022-07-05T02:00:00-04:00 New_York,205,160.5,0,0
2022-07-05T02:15:00-04:00 New_York,144,"",0,1.600000023841858
2022-07-05T02:30:00-04:00 New_York,143,"",0,1.100000023841858
2022-07-05T02:45:00-04:00 New_York,150,"",0,0
2022-07-05T03:00:00-04:00 New_York,141,143.25,0,0
2022-07-05T03:15:00-04:00 New_York,147,"",0,0
2022-07-05T03:30:00-04:00 New_York,146,"",0,0
2022-07-05T03:45:00-04:00 New_York,139,"",0,0
2022-07-05T04:00:00-04:00 New_York,133,136,0,0
2022-07-05T04:15:00-04:00 New_York,147,"",0,0
2022-07-05T04:30:00-04:00 New_York,130,"",1.5,1.100000023841858
2022-07-05T04:45:00-04:00 New_York,134,"",1.5,0.800000011920929
2022-07-05T05:00:00-04:00 New_York,132,132.25,0,0
2022-07-05T05:15:00-04:00 New_York,129,"",0,1.2000000476837158
2022-07-05T05:30:00-04:00 New_York,134,"",0,0
2022-07-05T05:45:00-04:00 New_York,134,"",0,1.100000023841858
2022-07-05T06:00:00-04:00 New_York,152,184.75,0,0
2022-07-05T06:15:00-04:00 New_York,153,"",0,0.699999988079071
2022-07-05T06:30:00-04:00 New_York,147,"",0,0
2022-07-05T06:45:00-04:00 New_York,287,"",0,0.6000000238418579
2022-07-05T07:00:00-04:00 New_York,239,226.5,0,2
2022-07-05T07:15:00-04:00 New_York,220,"",0,0
2022-07-05T07:30:00-04:00 New_York,220,"",0,0
2022-07-05T07:45:00-04:00 New_York,227,"",0,2
2022-07-05T08:00:00-04:00 New_York,218,424.5,0,0
2022-07-05T08:15:00-04:00 New_York,540,"",0,2.700000047683716
2022-07-05T08:30:00-04:00 New_York,454,"",0,2.799999952316284
2022-07-05T08:45:00-04:00 New_York,486,"",0,4.699999809265137
2022-07-05T09:00:00-04:00 New_York,387,469.25,0,9.300000190734863
2022-07-05T09:15:00-04:00 New_York,416,"",0,3.299999952316284
2022-07-05T09:30:00-04:00 New_York,435,"",0,8.399999618530273
2022-07-05T09:45:00-04:00 New_York,639,"",0,6.699999809265137
2022-07-05T10:00:00-04:00 New_York,570,495.75,0,0
2022-07-05T10:15:00-04:00 New_York,463,"",0,5.099999904632568
2022-07-05T10:30:00-04:00 New_York,485,"",0,7.900000095367432
2022-07-05T10:45:00-04:00 New_York,465,"",1.2999999523162842,0
2022-07-05T11:00:00-04:00 New_York,589,541.75,0,8.699999809265137
2022-07-05T11:15:00-04:00 New_York,542,"",0,3.200000047683716
2022-07-05T11:30:00-04:00 New_York,502,"",0,7.900000095367432
2022-07-05T11:45:00-04:00 New_York,534,"",0,7.699999809265137
2022-07-05T12:00:00-04:00 New_York,515,544.25,0,3.299999952316284
2022-07-05T12:15:00-04:00 New_York,552,"",1.2000000476837158,8.199999809265137
2022-07-05T12:30:00-04:00 New_York,540,"",0,9.100000381469727
2022-07-05T12:45:00-04:00 New_York,570,"",0,0
2022-07-05T13:00:00-04:00 New_York,566,618.5,0,4.300000190734863
2022-07-05T13:15:00-04:00 New_York,595,"",0,8.199999809265137
